store_id,city,state,store_name,category,address,phone,rating,review_count,maps_search_url,checked_date,record_type,part_id,part_name,part_search_term,availability_status,part_store_maps_search_url,mapping_note,price_min_inr,price_typical_inr,price_max_inr,price_confidence,price_basis,price_as_of,school_project_price_inr,school_price_note
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-007,Aluminium Shaft,Aluminium Shaft,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Aluminium+Shaft+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-008,Carbon-Fiber Tube,Carbon-Fiber Tube,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Carbon-Fiber+Tube+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-009,Cross-Roller Bearing,Cross-Roller Bearing,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Cross-Roller+Bearing+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-010,Flanged Bearing,Flanged Bearing,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Flanged+Bearing+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-011,Heat-Set Insert,Heat-Set Insert,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Heat-Set+Insert+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-012,Linear Bearing,Linear Bearing,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Linear+Bearing+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-013,Pillow Block Bearing,Pillow Block Bearing,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Pillow+Block+Bearing+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-014,Robot Joint Hub,Robot Joint Hub,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Robot+Joint+Hub+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-015,Servo Horn,Servo Horn,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Servo+Horn+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-016,Shaft Collar,Shaft Collar,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Shaft+Collar+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-017,Spring Assortment,Spring Assortment,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Spring+Assortment+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-018,Standoff Assortment,Standoff Assortment,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Standoff+Assortment+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-019,Steel Shaft,Steel Shaft,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Steel+Shaft+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-020,Thin-Section Bearing,Thin-Section Bearing,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Thin-Section+Bearing+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-021,Threaded Insert,Threaded Insert,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Threaded+Insert+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-005,Bengaluru,Karnataka,Robojung Robotics Components,Electronic parts supplier,"77/1/7, 11th Main Road, 5th Cross, Begur Rd, Hongasandra, Bengaluru, Karnataka 560068",+91 91401 85377,5.0,15,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Bengaluru,2026-08-30,part_search_seed,MECH-022,Thrust Bearing,Thrust Bearing,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robojung+Robotics+Components+Thrust+Bearing+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,50,50,50,Low,Category-based India market estimate,2026-08-30,50,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-004,4G/LTE Module,4G/LTE Module,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+4G%2FLTE+Module+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,1200,2500,6000,Medium,India maker market range,2026-08-30,2500,School-project baseline: typical low-cost hobby/education price.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-005,5G Modem,5G Modem,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+5G+Modem+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,6000,6000,6000,Low,India/import estimate,2026-08-30,6000,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-006,CAN Bus Transceiver,CAN Bus Transceiver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+CAN+Bus+Transceiver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,80,250,1200,High,India electronics retail range,2026-08-30,250,School-project baseline: typical low-cost hobby/education price.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-007,CAN-FD Transceiver,CAN-FD Transceiver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+CAN-FD+Transceiver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,80,250,1200,High,India electronics retail range,2026-08-30,250,School-project baseline: typical low-cost hobby/education price.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-008,EtherCAT Interface,EtherCAT Interface,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+EtherCAT+Interface+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,5000,5000,5000,Low,Industrial/import estimate,2026-08-30,5000,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-009,Ethernet PHY / Adapter,Ethernet PHY / Adapter,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Ethernet+PHY+%2F+Adapter+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-010,LoRa Module,LoRa Module,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+LoRa+Module+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-011,RS-485 Transceiver,RS-485 Transceiver,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+RS-485+Transceiver+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-012,USB-to-CAN Adapter,USB-to-CAN Adapter,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+USB-to-CAN+Adapter+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-013,USB-to-RS485 Adapter,USB-to-RS485 Adapter,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+USB-to-RS485+Adapter+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-014,UWB Communication Module,UWB Communication Module,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+UWB+Communication+Module+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-002,Bengaluru,Karnataka,Robocraze Warehouse,Electronic parts supplier,"Ground Floor, 912/10, 4th G Main Rd, Chellikere, Chelekare, Kalyan Nagar, Bengaluru, Karnataka 560043",+91 81230 57137,4.6,3285,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Bengaluru,2026-08-30,part_search_seed,COM-015,Wi-Fi 6 Module,Wi-Fi 6 Module,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Robocraze+Warehouse+Wi-Fi+6+Module+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,150,150,150,Low,Category-based India market estimate,2026-08-30,150,School-project baseline: minimum practical/entry-level price used; premium/industrial variants excluded.
BLR-001,Bengaluru,Karnataka,Probots Electronics India Pvt Ltd,Electronic parts supplier,"Sankalpa 530, GF & 1F, 5th Cross Road, Vinayaka Layout, 9th Block, 2nd Stage, Nagarbhavi, Bengaluru, Karnataka 560072",+91 86180 50706,4.6,648,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Bengaluru,2026-08-30,part_search_seed,CON-006,Anderson Powerpole Connector,Anderson Powerpole Connector,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Anderson+Powerpole+Connector+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,20,300,2500,Low,Category-based India market estimate,2026-08-30,300,School-project baseline: typical low-cost hobby/education price.
BLR-001,Bengaluru,Karnataka,Probots Electronics India Pvt Ltd,Electronic parts supplier,"Sankalpa 530, GF & 1F, 5th Cross Road, Vinayaka Layout, 9th Block, 2nd Stage, Nagarbhavi, Bengaluru, Karnataka 560072",+91 86180 50706,4.6,648,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Bengaluru,2026-08-30,part_search_seed,CON-007,CAN Bus Cable,CAN Bus Cable,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+CAN+Bus+Cable+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,20,300,2500,Low,Category-based India market estimate,2026-08-30,300,School-project baseline: typical low-cost hobby/education price.
BLR-001,Bengaluru,Karnataka,Probots Electronics India Pvt Ltd,Electronic parts supplier,"Sankalpa 530, GF & 1F, 5th Cross Road, Vinayaka Layout, 9th Block, 2nd Stage, Nagarbhavi, Bengaluru, Karnataka 560072",+91 86180 50706,4.6,648,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Bengaluru,2026-08-30,part_search_seed,CON-008,Cable Chain / Drag Chain,Cable Chain / Drag Chain,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Cable+Chain+%2F+Drag+Chain+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,20,300,2500,Low,Category-based India market estimate,2026-08-30,300,School-project baseline: typical low-cost hobby/education price.
BLR-001,Bengaluru,Karnataka,Probots Electronics India Pvt Ltd,Electronic parts supplier,"Sankalpa 530, GF & 1F, 5th Cross Road, Vinayaka Layout, 9th Block, 2nd Stage, Nagarbhavi, Bengaluru, Karnataka 560072",+91 86180 50706,4.6,648,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Bengaluru,2026-08-30,part_search_seed,CON-009,Cable Gland,Cable Gland,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Cable+Gland+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,20,300,2500,Low,Category-based India market estimate,2026-08-30,300,School-project baseline: typical low-cost hobby/education price.
BLR-001,Bengaluru,Karnataka,Probots Electronics India Pvt Ltd,Electronic parts supplier,"Sankalpa 530, GF & 1F, 5th Cross Road, Vinayaka Layout, 9th Block, 2nd Stage, Nagarbhavi, Bengaluru, Karnataka 560072",+91 86180 50706,4.6,648,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Bengaluru,2026-08-30,part_search_seed,CON-010,Cable Sleeve / Braided Loom,Cable Sleeve / Braided Loom,unverified_search_seed,https://www.google.com/maps/search/?api=1&query=Probots+Electronics+India+Pvt+Ltd+Cable+Sleeve+%2F+Braided+Loom+Bengaluru,Suggested local store to ask/search first based on store type; this does not claim current stock.,20,300,2500,Low,Category-based India market estimate,2026-08-30,300,School-project baseline: typical low-cost hobby/education price.
