part_id,seller,offer_type,product_name,price_inr,url,checked_date,note
MECH-012,Robu,search_seed,Linear Bearing,,https://robu.in/?s=Linear+Bearing&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-012,Robocraze,search_seed,Linear Bearing,,https://robocraze.com/search?q=Linear+Bearing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-012,Amazon.in,search_seed,Linear Bearing,,https://www.amazon.in/s?k=Linear+Bearing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-013,Robu,search_seed,Pillow Block Bearing,,https://robu.in/?s=Pillow+Block+Bearing&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-013,Robocraze,search_seed,Pillow Block Bearing,,https://robocraze.com/search?q=Pillow+Block+Bearing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-013,Amazon.in,search_seed,Pillow Block Bearing,,https://www.amazon.in/s?k=Pillow+Block+Bearing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-014,Robu,search_seed,Robot Joint Hub,,https://robu.in/?s=Robot+Joint+Hub&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-014,Robocraze,search_seed,Robot Joint Hub,,https://robocraze.com/search?q=Robot+Joint+Hub,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-014,Amazon.in,search_seed,Robot Joint Hub,,https://www.amazon.in/s?k=Robot+Joint+Hub,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-015,Robu,search_seed,Servo Horn,,https://robu.in/?s=Servo+Horn&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-015,Robocraze,search_seed,Servo Horn,,https://robocraze.com/search?q=Servo+Horn,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-015,Amazon.in,search_seed,Servo Horn,,https://www.amazon.in/s?k=Servo+Horn,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-016,Robu,search_seed,Shaft Collar,,https://robu.in/?s=Shaft+Collar&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-016,Robocraze,search_seed,Shaft Collar,,https://robocraze.com/search?q=Shaft+Collar,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-016,Amazon.in,search_seed,Shaft Collar,,https://www.amazon.in/s?k=Shaft+Collar,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-017,Robu,search_seed,Spring Assortment,,https://robu.in/?s=Spring+Assortment&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-017,Robocraze,search_seed,Spring Assortment,,https://robocraze.com/search?q=Spring+Assortment,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-017,Amazon.in,search_seed,Spring Assortment,,https://www.amazon.in/s?k=Spring+Assortment,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-018,Robu,search_seed,Standoff Assortment,,https://robu.in/?s=Standoff+Assortment&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-018,Robocraze,search_seed,Standoff Assortment,,https://robocraze.com/search?q=Standoff+Assortment,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-018,Amazon.in,search_seed,Standoff Assortment,,https://www.amazon.in/s?k=Standoff+Assortment,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-019,Robu,search_seed,Steel Shaft,,https://robu.in/?s=Steel+Shaft&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-019,Robocraze,search_seed,Steel Shaft,,https://robocraze.com/search?q=Steel+Shaft,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-019,Amazon.in,search_seed,Steel Shaft,,https://www.amazon.in/s?k=Steel+Shaft,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-020,Robu,search_seed,Thin-Section Bearing,,https://robu.in/?s=Thin-Section+Bearing&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-020,Robocraze,search_seed,Thin-Section Bearing,,https://robocraze.com/search?q=Thin-Section+Bearing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-020,Amazon.in,search_seed,Thin-Section Bearing,,https://www.amazon.in/s?k=Thin-Section+Bearing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-021,Robu,search_seed,Threaded Insert,,https://robu.in/?s=Threaded+Insert&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-021,Robocraze,search_seed,Threaded Insert,,https://robocraze.com/search?q=Threaded+Insert,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-021,Amazon.in,search_seed,Threaded Insert,,https://www.amazon.in/s?k=Threaded+Insert,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-022,Robu,search_seed,Thrust Bearing,,https://robu.in/?s=Thrust+Bearing&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-022,Robocraze,search_seed,Thrust Bearing,,https://robocraze.com/search?q=Thrust+Bearing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
MECH-022,Amazon.in,search_seed,Thrust Bearing,,https://www.amazon.in/s?k=Thrust+Bearing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-004,Robu,search_seed,4G/LTE Module,,https://robu.in/?s=4G%2FLTE+Module&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-004,Robocraze,search_seed,4G/LTE Module,,https://robocraze.com/search?q=4G%2FLTE+Module,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-004,Amazon.in,search_seed,4G/LTE Module,,https://www.amazon.in/s?k=4G%2FLTE+Module,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-005,Robu,search_seed,5G Modem,,https://robu.in/?s=5G+Modem&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-005,Robocraze,search_seed,5G Modem,,https://robocraze.com/search?q=5G+Modem,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-005,Amazon.in,search_seed,5G Modem,,https://www.amazon.in/s?k=5G+Modem,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-006,Robu,search_seed,CAN Bus Transceiver,,https://robu.in/?s=CAN+Bus+Transceiver&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-006,Robocraze,search_seed,CAN Bus Transceiver,,https://robocraze.com/search?q=CAN+Bus+Transceiver,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-006,Amazon.in,search_seed,CAN Bus Transceiver,,https://www.amazon.in/s?k=CAN+Bus+Transceiver,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-007,Robu,search_seed,CAN-FD Transceiver,,https://robu.in/?s=CAN-FD+Transceiver&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-007,Robocraze,search_seed,CAN-FD Transceiver,,https://robocraze.com/search?q=CAN-FD+Transceiver,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-007,Amazon.in,search_seed,CAN-FD Transceiver,,https://www.amazon.in/s?k=CAN-FD+Transceiver,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-008,Robu,search_seed,EtherCAT Interface,,https://robu.in/?s=EtherCAT+Interface&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-008,Robocraze,search_seed,EtherCAT Interface,,https://robocraze.com/search?q=EtherCAT+Interface,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-008,Amazon.in,search_seed,EtherCAT Interface,,https://www.amazon.in/s?k=EtherCAT+Interface,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-009,Robu,search_seed,Ethernet PHY / Adapter,,https://robu.in/?s=Ethernet+PHY+%2F+Adapter&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-009,Robocraze,search_seed,Ethernet PHY / Adapter,,https://robocraze.com/search?q=Ethernet+PHY+%2F+Adapter,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-009,Amazon.in,search_seed,Ethernet PHY / Adapter,,https://www.amazon.in/s?k=Ethernet+PHY+%2F+Adapter,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-010,Robu,search_seed,LoRa Module,,https://robu.in/?s=LoRa+Module&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-010,Robocraze,search_seed,LoRa Module,,https://robocraze.com/search?q=LoRa+Module,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-010,Amazon.in,search_seed,LoRa Module,,https://www.amazon.in/s?k=LoRa+Module,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-011,Robu,search_seed,RS-485 Transceiver,,https://robu.in/?s=RS-485+Transceiver&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-011,Robocraze,search_seed,RS-485 Transceiver,,https://robocraze.com/search?q=RS-485+Transceiver,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-011,Amazon.in,search_seed,RS-485 Transceiver,,https://www.amazon.in/s?k=RS-485+Transceiver,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-012,Robu,search_seed,USB-to-CAN Adapter,,https://robu.in/?s=USB-to-CAN+Adapter&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-012,Robocraze,search_seed,USB-to-CAN Adapter,,https://robocraze.com/search?q=USB-to-CAN+Adapter,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-012,Amazon.in,search_seed,USB-to-CAN Adapter,,https://www.amazon.in/s?k=USB-to-CAN+Adapter,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-013,Robu,search_seed,USB-to-RS485 Adapter,,https://robu.in/?s=USB-to-RS485+Adapter&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-013,Robocraze,search_seed,USB-to-RS485 Adapter,,https://robocraze.com/search?q=USB-to-RS485+Adapter,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-013,Amazon.in,search_seed,USB-to-RS485 Adapter,,https://www.amazon.in/s?k=USB-to-RS485+Adapter,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-014,Robu,search_seed,UWB Communication Module,,https://robu.in/?s=UWB+Communication+Module&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-014,Robocraze,search_seed,UWB Communication Module,,https://robocraze.com/search?q=UWB+Communication+Module,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-014,Amazon.in,search_seed,UWB Communication Module,,https://www.amazon.in/s?k=UWB+Communication+Module,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-015,Robu,search_seed,Wi-Fi 6 Module,,https://robu.in/?s=Wi-Fi+6+Module&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-015,Robocraze,search_seed,Wi-Fi 6 Module,,https://robocraze.com/search?q=Wi-Fi+6+Module,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
COM-015,Amazon.in,search_seed,Wi-Fi 6 Module,,https://www.amazon.in/s?k=Wi-Fi+6+Module,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-006,Robu,search_seed,Anderson Powerpole Connector,,https://robu.in/?s=Anderson+Powerpole+Connector&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-006,Robocraze,search_seed,Anderson Powerpole Connector,,https://robocraze.com/search?q=Anderson+Powerpole+Connector,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-006,Amazon.in,search_seed,Anderson Powerpole Connector,,https://www.amazon.in/s?k=Anderson+Powerpole+Connector,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-007,Robu,search_seed,CAN Bus Cable,,https://robu.in/?s=CAN+Bus+Cable&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-007,Robocraze,search_seed,CAN Bus Cable,,https://robocraze.com/search?q=CAN+Bus+Cable,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-007,Amazon.in,search_seed,CAN Bus Cable,,https://www.amazon.in/s?k=CAN+Bus+Cable,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-008,Robu,search_seed,Cable Chain / Drag Chain,,https://robu.in/?s=Cable+Chain+%2F+Drag+Chain&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-008,Robocraze,search_seed,Cable Chain / Drag Chain,,https://robocraze.com/search?q=Cable+Chain+%2F+Drag+Chain,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-008,Amazon.in,search_seed,Cable Chain / Drag Chain,,https://www.amazon.in/s?k=Cable+Chain+%2F+Drag+Chain,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-009,Robu,search_seed,Cable Gland,,https://robu.in/?s=Cable+Gland&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-009,Robocraze,search_seed,Cable Gland,,https://robocraze.com/search?q=Cable+Gland,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-009,Amazon.in,search_seed,Cable Gland,,https://www.amazon.in/s?k=Cable+Gland,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-010,Robu,search_seed,Cable Sleeve / Braided Loom,,https://robu.in/?s=Cable+Sleeve+%2F+Braided+Loom&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-010,Robocraze,search_seed,Cable Sleeve / Braided Loom,,https://robocraze.com/search?q=Cable+Sleeve+%2F+Braided+Loom,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-010,Amazon.in,search_seed,Cable Sleeve / Braided Loom,,https://www.amazon.in/s?k=Cable+Sleeve+%2F+Braided+Loom,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-011,Robu,search_seed,Dupont Crimp Kit,,https://robu.in/?s=Dupont+Crimp+Kit&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-011,Robocraze,search_seed,Dupont Crimp Kit,,https://robocraze.com/search?q=Dupont+Crimp+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-011,Amazon.in,search_seed,Dupont Crimp Kit,,https://www.amazon.in/s?k=Dupont+Crimp+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-012,Robu,search_seed,Ferrule Kit,,https://robu.in/?s=Ferrule+Kit&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-012,Robocraze,search_seed,Ferrule Kit,,https://robocraze.com/search?q=Ferrule+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-012,Amazon.in,search_seed,Ferrule Kit,,https://www.amazon.in/s?k=Ferrule+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-013,Robu,search_seed,Heat-Shrink Tubing,,https://robu.in/?s=Heat-Shrink+Tubing&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-013,Robocraze,search_seed,Heat-Shrink Tubing,,https://robocraze.com/search?q=Heat-Shrink+Tubing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-013,Amazon.in,search_seed,Heat-Shrink Tubing,,https://www.amazon.in/s?k=Heat-Shrink+Tubing,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-014,Robu,search_seed,JST-GH Connector Kit,,https://robu.in/?s=JST-GH+Connector+Kit&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-014,Robocraze,search_seed,JST-GH Connector Kit,,https://robocraze.com/search?q=JST-GH+Connector+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-014,Amazon.in,search_seed,JST-GH Connector Kit,,https://www.amazon.in/s?k=JST-GH+Connector+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-015,Robu,search_seed,JST-PH Connector Kit,,https://robu.in/?s=JST-PH+Connector+Kit&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-015,Robocraze,search_seed,JST-PH Connector Kit,,https://robocraze.com/search?q=JST-PH+Connector+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-015,Amazon.in,search_seed,JST-PH Connector Kit,,https://www.amazon.in/s?k=JST-PH+Connector+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-016,Robu,search_seed,JST-XH Connector Kit,,https://robu.in/?s=JST-XH+Connector+Kit&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-016,Robocraze,search_seed,JST-XH Connector Kit,,https://robocraze.com/search?q=JST-XH+Connector+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-016,Amazon.in,search_seed,JST-XH Connector Kit,,https://www.amazon.in/s?k=JST-XH+Connector+Kit,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-017,Robu,search_seed,Shielded Twisted Pair Cable,,https://robu.in/?s=Shielded+Twisted+Pair+Cable&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-017,Robocraze,search_seed,Shielded Twisted Pair Cable,,https://robocraze.com/search?q=Shielded+Twisted+Pair+Cable,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-017,Amazon.in,search_seed,Shielded Twisted Pair Cable,,https://www.amazon.in/s?k=Shielded+Twisted+Pair+Cable,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-018,Robu,search_seed,Silicone High-Flex Wire,,https://robu.in/?s=Silicone+High-Flex+Wire&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-018,Robocraze,search_seed,Silicone High-Flex Wire,,https://robocraze.com/search?q=Silicone+High-Flex+Wire,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-018,Amazon.in,search_seed,Silicone High-Flex Wire,,https://www.amazon.in/s?k=Silicone+High-Flex+Wire,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-019,Robu,search_seed,Slip Ring,,https://robu.in/?s=Slip+Ring&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-019,Robocraze,search_seed,Slip Ring,,https://robocraze.com/search?q=Slip+Ring,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-019,Amazon.in,search_seed,Slip Ring,,https://www.amazon.in/s?k=Slip+Ring,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-020,Robu,search_seed,XT30 Connector,,https://robu.in/?s=XT30+Connector&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-020,Robocraze,search_seed,XT30 Connector,,https://robocraze.com/search?q=XT30+Connector,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-020,Amazon.in,search_seed,XT30 Connector,,https://www.amazon.in/s?k=XT30+Connector,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-021,Robu,search_seed,XT60 Connector,,https://robu.in/?s=XT60+Connector&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-021,Robocraze,search_seed,XT60 Connector,,https://robocraze.com/search?q=XT60+Connector,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-021,Amazon.in,search_seed,XT60 Connector,,https://www.amazon.in/s?k=XT60+Connector,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-022,Robu,search_seed,XT90 Anti-Spark Connector,,https://robu.in/?s=XT90+Anti-Spark+Connector&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-022,Robocraze,search_seed,XT90 Anti-Spark Connector,,https://robocraze.com/search?q=XT90+Anti-Spark+Connector,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
CON-022,Amazon.in,search_seed,XT90 Anti-Spark Connector,,https://www.amazon.in/s?k=XT90+Anti-Spark+Connector,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
FRC-001,Robu,search_seed,6-Axis Force/Torque Sensor,,https://robu.in/?s=6-Axis+Force%2FTorque+Sensor&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
FRC-001,Robocraze,search_seed,6-Axis Force/Torque Sensor,,https://robocraze.com/search?q=6-Axis+Force%2FTorque+Sensor,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
FRC-001,Amazon.in,search_seed,6-Axis Force/Torque Sensor,,https://www.amazon.in/s?k=6-Axis+Force%2FTorque+Sensor,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
FRC-002,Robu,search_seed,Bumper / Collision Sensor,,https://robu.in/?s=Bumper+%2F+Collision+Sensor&post_type=product,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
FRC-002,Robocraze,search_seed,Bumper / Collision Sensor,,https://robocraze.com/search?q=Bumper+%2F+Collision+Sensor,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
FRC-002,Amazon.in,search_seed,Bumper / Collision Sensor,,https://www.amazon.in/s?k=Bumper+%2F+Collision+Sensor,2026-08-30,"Search link only; exact product, stock, specification and price must be verified before purchase."
